,Movie Name,Imdb Ratings,Genre,Run Time,Director,Stars,Votes,Certificate
154,Omkara (2006),8.1,"Action, Crime, Drama",155 min,Vishal Bhardwaj,"Ajay Devgn,Kareena Kapoor,Saif Ali Khan,Konkona Sen Sharma,","19,218",A
155,Black Friday (2004),8.5,"Action, Crime, Drama",143 min,Anurag Kashyap,"Kay Kay Menon,Pawan Malhotra,Aditya Srivastav,Dibyendu Bhattacharya,","18,888",(Banned)
156,Rocket Singh: Salesman of the Year (2009),7.5,"Comedy, Drama",150 min,Shimit Amin,"Ranbir Kapoor,Prem Chopra,Mukesh S. Bhatt,D. Santosh,","18,876",UA
157,Wanted (I) (2009),6.6,"Action, Crime, Thriller",147 min,Prabhu Deva,"Salman Khan,Ayesha Takia,Vinod Khanna,Govind Namdeo,","18,841",A
158,Hum Aapke Hain Koun,7.5,"Comedy, Drama, Musical",206 min,Sooraj R. Barjatya,"Madhuri Dixit,Salman Khan,Mohnish Bahl,Renuka Shahane,","18,805",U
159,Jab Harry Met Sejal (2017),5.3,"Comedy, Drama, Romance",143 min,Imtiaz Ali,"Shah Rukh Khan,Anushka Sharma,Björn Freiberg,Martavious Gayles,","18,746",UA
160,Goliyon Ki Rasleela Ram-Leela (2013),6.4,"Drama, Musical, Romance",150 min,Sanjay Leela Bhansali,"Ranveer Singh,Deepika Padukone,Supriya Pathak,Sharad Kelkar,","18,699",UA
161,Welcome (I) (2007),6.9,"Comedy, Romance",159 min,Anees Bazmee,"Akshay Kumar,Katrina Kaif,Nana Patekar,Anil Kapoor,","18,591",UA
162,Krrish (2006),6.4,"Action, Sci-Fi",185 min,Rakesh Roshan,"Hrithik Roshan,Priyanka Chopra,Rekha,Naseeruddin Shah,","18,402",U
163,Kabhi Alvida Naa Kehna (2006),6.1,"Drama, Romance",193 min,Karan Johar,"Shah Rukh Khan,Rani Mukerji,Amitabh Bachchan,Abhishek Bachchan,","18,337",UA
164,Dhoom (2004),6.7,"Action, Crime, Thriller",129 min,Sanjay Gadhvi,"Abhishek Bachchan,John Abraham,Uday Chopra,Esha Deol,","18,271",UA
165,Toilet - Ek Prem Katha (2017),7.2,"Comedy, Drama",155 min,Shree Narayan Singh,"Akshay Kumar,Anupam Kher,Bhumi Pednekar,Divyendu Sharma,","18,155",UA
166,Phir Hera Pheri (2006),6.9,"Comedy, Crime",153 min,Neeraj Vora,"Akshay Kumar,Sunil Shetty,Paresh Rawal,Bipasha Basu,","18,090",UA
167,Dum Laga Ke Haisha (2015),7.5,"Comedy, Drama, Romance",110 min,Sharat Katariya,"Ayushmann Khurrana,Bhumi Pednekar,Sanjay Mishra,Seema Bhargava,","18,076",UA
168,Gol Maal (1979),8.6,"Comedy, Romance",144 min,Hrishikesh Mukherjee,"Amol Palekar,Bindiya Goswami,Deven Verma,Shubha Khote,","17,969",U
169,Manjhi: The Mountain Man (2015),8.0,"Adventure, Biography, Drama",120 min,Ketan Mehta,"Nawazuddin Siddiqui,Radhika Apte,Ashutosh Acharya,Shahzad Ahmed,","17,774",U
170,Jolly LLB (2013),7.5,"Comedy, Drama",135 min,Subhash Kapoor,"Arshad Warsi,Amrita Rao,Boman Irani,Saurabh Shukla,","17,741",UA
171,Thugs of Hindostan (2018),4.1,"Action, Adventure",164 min,Vijay Krishna Acharya,"Aamir Khan,Amitabh Bachchan,Katrina Kaif,Mohd. Zeeshan Ayyub,","17,689",UA
172,Prem Ratan Dhan Payo (2015),4.5,"Action, Drama, Musical",164 min,Sooraj R. Barjatya,"Salman Khan,Sonam Kapoor,Neil Nitin Mukesh,Deepak Dobriyal,","17,523",U
173,Wazir (I) (2016),7.1,"Action, Crime, Drama",103 min,Bejoy Nambiar,"Amitabh Bachchan,Farhan Akhtar,Aditi Rao Hydari,John Abraham,","17,394",UA
174,Guzaarish (2010),7.4,Drama,126 min,Sanjay Leela Bhansali,"Hrithik Roshan,Aishwarya Rai Bachchan,Shernaz Patel,Aditya Roy Kapoor,","17,283",UA
175,Kabhi Haan Kabhi Naa (1994),7.8,"Comedy, Drama, Music",158 min,Kundan Shah,"Shah Rukh Khan,Suchitra Krishnamoorthi,Deepak Tijori,Rita Bhaduri,","17,244",13
176,Hum Dil De Chuke Sanam (1999),7.5,"Drama, Musical, Romance",177 min,Sanjay Leela Bhansali,"Aishwarya Rai Bachchan,Salman Khan,Ajay Devgn,Zohra Sehgal,","16,930",UA
177,Jai Ho (2014),5.1,"Action, Drama",135 min,Sohail Khan,"Salman Khan,Daisy Shah,Tabu,Danny Denzongpa,","16,911",UA
178,Baadshah (1999),6.9,"Action, Comedy, Crime",175 min,Abbas Alibhai Burmawalla,"Mastan Alibhai Burmawalla,Shah Rukh Khan,Twinkle Khanna,Amrish Puri,Johnny Lever,","16,852",UA
179,Newton (2017),7.7,"Comedy, Drama",106 min,Amit Masurkar,"Rajkummar Rao,Pankaj Tripathi,Anjali Patil,Raghuvir Yadav,","16,759",UA
180,Ek Villain (2014),6.5,"Action, Crime, Drama",129 min,Mohit Suri,"Sidharth Malhotra,Shraddha Kapoor,Riteish Deshmukh,Shaad Randhawa,","16,563",UA
181,Kaminey (2009),7.4,"Action, Crime, Drama",130 min,Vishal Bhardwaj,"Shahid Kapoor,Priyanka Chopra,Deb Mukherjee,Shivkumar Subramaniam,","16,463",A
182,Student of the Year 2 (2019),2.2,"Action, Drama, Romance",146 min,Punit Malhotra,"Tiger Shroff,Ananya Panday,Tara Sutaria,Aditya Seal,","16,434",UA
183,Rajneeti (2010),7.1,"Crime, Drama, Thriller",163 min,Prakash Jha,"Ranbir Kapoor,Ajay Devgn,Nana Patekar,Katrina Kaif,","16,413",UA
184,Once Upon a Time in Mumbaai (2010),7.4,"Action, Crime, Drama",134 min,Milan Luthria,"Ajay Devgn,Emraan Hashmi,Kangana Ranaut,Prachi Desai,","16,366",UA
185,Oye Lucky! Lucky Oye! (2008),7.7,"Comedy, Crime, Drama",125 min,Dibakar Banerjee,"Abhay Deol,Paresh Rawal,Neetu Chandra,Archana Puran Singh,","16,316",UA
186,Tere Naam (2003),7.1,"Action, Drama, Romance",132 min,Satish Kaushik,"Salman Khan,Bhoomika Chawla,Sachin Khedekar,Savita Prabhune,","16,301",UA
187,Iqbal (2005),8.1,"Drama, Sport",132 min,Nagesh Kukunoor,"Shreyas Talpade,Naseeruddin Shah,Shweta Basu Prasad,Yatin Karyekar,","15,897",UA
188,Gangaajal (2003),7.8,"Action, Crime, Drama",157 min,Prakash Jha,"Ajay Devgn,Gracy Singh,Mohan Joshi,Yashpal Sharma,","15,739",UA
189,Sarkar (2005),7.6,"Action, Crime, Drama",124 min,Ram Gopal Varma,"Amitabh Bachchan,Abhishek Bachchan,Kay Kay Menon,Supriya Pathak,","15,723",UA
190,Dabangg 2 (2012),4.8,"Action, Comedy",120 min,Arbaaz Khan,"Salman Khan,Sonakshi Sinha,Prakash Raj,Vinod Khanna,","15,554",UA
191,Student of the Year (2012),5.3,"Comedy, Drama, Romance",146 min,Karan Johar,"Alia Bhatt,Sidharth Malhotra,Varun Dhawan,Rishi Kapoor,","15,462",UA
192,Raid (2018),7.4,"Action, Crime, Drama",122 min,Raj Kumar Gupta,"Ajay Devgn,Ileana D'Cruz,Amit Bimrot,Saurabh Shukla,","15,315",UA
193,Shahid (2012),8.2,"Biography, Drama",129 min,Hansal Mehta,"Rajkummar Rao,Prabhleen Sandhu,Mohd. Zeeshan Ayyub,Baljinder Kaur,","15,234",A
194,Race 2 (2013),5.3,"Action, Crime, Thriller",150 min,Abbas Alibhai Burmawalla,"Mastan Alibhai Burmawalla,Saif Ali Khan,Anil Kapoor,John Abraham,Deepika Padukone,","15,221",UA
195,Band Baaja Baaraat (2010),7.2,"Comedy, Drama, Romance",139 min,Maneesh Sharma,"Ranveer Singh,Anushka Sharma,Ranjit Batra,Manu Rishi Chadha,","15,177",U
196,Baghban (2003),7.4,"Drama, Romance",181 min,Ravi Chopra,"Amitabh Bachchan,Hema Malini,Salman Khan,Mahima Chaudhry,","15,134",
197,Golmaal: Fun Unlimited (2006),7.4,"Action, Comedy, Drama",150 min,Rohit Shetty,"Ajay Devgn,Arshad Warsi,Sharman Joshi,Tusshar Kapoor,","15,122",UA
198,Khuda Haafiz (2020),7.1,"Action, Drama, Thriller",133 min,Faruk Kabir,"Vidyut Jammwal,Shivaleeka Oberoi,Annu Kapoor,Shiv Panditt,","15,071",PG
199,Ready (2011),4.7,"Action, Comedy",145 min,Anees Bazmee,"Salman Khan,Asin Thottumkal,Paresh Rawal,Mahesh Manjrekar,","15,060",UA
200,Dil Dhadakne Do (2015),6.9,"Comedy, Drama, Romance",170 min,Zoya Akhtar,"Anil Kapoor,Shefali Shah,Priyanka Chopra,Ranveer Singh,","15,018",UA
201,Khakee (2004),7.4,"Action, Crime, Drama",174 min,Rajkumar Santoshi,"Amitabh Bachchan,Akshay Kumar,Ajay Devgn,Aishwarya Rai Bachchan,","14,966",UA
202,Chhalaang (2020),6.4,"Comedy, Drama",136 min,Hansal Mehta,"Rajkummar Rao,Nushrat Bharucha,Mohd. Zeeshan Ayyub,Saurabh Shukla,","14,952",13
203,Love Aaj Kal (2009),6.8,"Comedy, Drama, Romance",128 min,Imtiaz Ali,"Saif Ali Khan,Deepika Padukone,Rishi Kapoor,Rahul Khanna,","14,905",UA
204,Simmba (2018),5.7,"Action, Comedy, Crime",158 min,Rohit Shetty,"Sam Nagar,Ranveer Singh,Sara Ali Khan,Sonu Sood,","14,870",UA
205,The Legend of Bhagat Singh (2002),8.1,"Action, Biography, Drama",155 min,Rajkumar Santoshi,"Ajay Devgn,Sushant Singh,D. Santosh,Akhilendra Mishra,","14,792",U
206,Lootera (I) (2013),7.3,"Drama, Romance",136 min,Vikramaditya Motwane,"Ranveer Singh,Sonakshi Sinha,Barun Chanda,Adil Hussain,","14,684",UA
207,Kesari (2019),7.4,"Action, Drama, History",150 min,Anurag Singh,"Akshay Kumar,Parineeti Chopra,Suvinder Vicky,Vansh Bhardwaj,","14,655",UA
208,Company (2002),8.0,"Action, Crime, Drama",142 min,Ram Gopal Varma,"Ajay Devgn,Mohanlal,Manisha Koirala,Seema Biswas,","14,513",A
209,Chalte Chalte (2003),6.6,"Drama, Romance",167 min,Aziz Mirza,"Shah Rukh Khan,Rani Mukerji,Jas Arora,Satish Shah,","14,508",U
210,Good Newwz (2019),7.0,"Comedy, Drama",134 min,Raj Mehta,"Akshay Kumar,Kareena Kapoor,Diljit Dosanjh,Kiara Advani,","14,480",UA
211,Tubelight (2017),3.9,"Drama, War",136 min,Kabir Khan,"Salman Khan,Sohail Khan,Om Puri,Mohd. Zeeshan Ayyub,","14,459",U
212,Raat Akeli Hai (2020),7.3,"Crime, Drama, Mystery",149 min,Honey Trehan,"Nawazuddin Siddiqui,Radhika Apte,Aditya Srivastav,Padmavati Rao,","14,406",18
213,Nayak: The Real Hero (2001),7.8,"Action, Drama, Thriller",187 min,S. Shankar,"Anil Kapoor,Rani Mukerji,Amrish Puri,Johnny Lever,","14,361",U
214,Water (I) (2005),7.7,Drama,117 min,Deepa Mehta,"Lisa Ray,John Abraham,Seema Biswas,Sarala Kariyawasam,","14,311",(Banned)
215,Singham (2011),6.8,"Action, Crime, Drama",143 min,Rohit Shetty,"Ajay Devgn,Kajal Aggarwal,Prakash Raj,Sonali Kulkarni,","14,292",UA
216,Singh Is Kinng (2008),5.7,"Action, Comedy, Crime",135 min,Anees Bazmee,"Akshay Kumar,Katrina Kaif,Om Puri,Kirron Kher,","14,257",U
217,Mr,7.8,"Action, Comedy, Drama",179 min,Shekhar Kapur,"Anil Kapoor,Sridevi,Amrish Puri,Satish Kaushik,","14,121",U
218,Thappad (I) (2020),6.8,Drama,142 min,Anubhav Sinha,"Taapsee Pannu,Pavail Gulati,Kumud Mishra,Ratna Pathak Shah,","14,073",U
219,Pyaar Ka Punchnama 2 (2015),7.3,"Comedy, Drama, Romance",137 min,Luv Ranjan,"Kartik Aaryan,Omkar Kapoor,Sunny Singh Nijjar,Nushrat Bharucha,","13,999",A
220,Garam Masala (2005),6.7,"Comedy, Romance",146 min,Priyadarshan,"Akshay Kumar,John Abraham,Paresh Rawal,Rimi Sen,","13,943",UA
221,Gulaal (2009),8.1,"Crime, Drama, Thriller",140 min,Anurag Kashyap,"Kay Kay Menon,Raj Singh Chaudhary,Jesse Randhawa,Deepak Dobriyal,","13,938",A
222,Border (I) (1997),7.9,"Action, Drama, History",176 min,J.P. Dutta,"Sunny Deol,Sunil Shetty,Akshaye Khanna,Jackie Shroff,","13,915",
223,Mulk (I) (2018),6.9,Drama,140 min,Anubhav Sinha,"Taapsee Pannu,Rishi Kapoor,Rajat Kapoor,Ashutosh Rana,","13,857",UA
224,Dostana (2008),6.5,"Comedy, Drama, Romance",145 min,Tarun Mansukhani,"Abhishek Bachchan,John Abraham,Priyanka Chopra,Kirron Kher,","13,829",
225,Kaho Naa,6.9,"Musical, Romance, Thriller",172 min,Rakesh Roshan,"Hrithik Roshan,Ameesha Patel,Anupam Kher,Dalip Tahil,","13,794",UA
226,Pardes (1997),7.0,"Drama, Musical, Romance",191 min,Subhash Ghai,"Shah Rukh Khan,Mahima Chaudhry,Amrish Puri,Apoorva Agnihotri,","13,732",U
227,Mujhse Shaadi Karogi (2004),6.7,"Comedy, Drama, Musical",163 min,David Dhawan,"Salman Khan,Akshay Kumar,Priyanka Chopra,Amrish Puri,","13,720",UA
228,Lootcase (2020),7.6,"Comedy, Crime",132 min,Rajesh Krishnan,"Kunal Khemu,Rasika Dugal,Gajraj Rao,Vijay Raaz,","13,575",12+
229,Hasee Toh Phasee (2014),6.8,"Comedy, Romance",141 min,Vinil Mathew,"Sidharth Malhotra,Parineeti Chopra,Adah Sharma,Manoj Joshi,","13,514",UA
230,October (II) (2018),7.5,"Drama, Romance",115 min,Shoojit Sircar,"Varun Dhawan,Banita Sandhu,Gitanjali Rao,Sahil Vedoliyaa,","13,473",U
231,Tanu Weds Manu (2011),6.8,"Comedy, Drama, Romance",113 min,Aanand L. Rai,"Madhavan,Kangana Ranaut,Jimmy Sheirgill,Deepak Dobriyal,","13,454",UA
232,Satya (1998),8.2,"Action, Crime, Drama",170 min,Ram Gopal Varma,"J.D. Chakravarthi,Manoj Bajpayee,Urmila Matondkar,Paresh Rawal,","13,439",A
233,Heyy Babyy (2007),6.0,"Comedy, Drama",144 min,Sajid Khan,"Akshay Kumar,Fardeen Khan,Riteish Deshmukh,Vidya Balan,","13,341",UA
234,Cocktail (2012),6.3,"Comedy, Drama, Romance",146 min,Homi Adajania,"Saif Ali Khan,Deepika Padukone,Diana Penty,Dimple Kapadia,","13,316",UA
235,Dhamaal (2007),7.3,"Action, Adventure, Comedy",136 min,Indra Kumar,"Sanjay Dutt,Riteish Deshmukh,Arshad Warsi,Javed Jaffrey,","13,291",U
236,Asoka (2001),6.5,"Action, Biography, Drama",180 min,Santosh Sivan,"Shah Rukh Khan,Kareena Kapoor,Danny Denzongpa,Hrishitaa Bhatt,","13,270",16
237,Madaari (2016),7.6,"Adventure, Drama, Thriller",133 min,Nishikant Kamat,"Irrfan Khan,Jimmy Sheirgill,Vishesh Bansal,Tushar Dalvi,","13,268",UA
238,Hum Tum (2004),7.0,"Comedy, Drama, Romance",143 min,Kunal Kohli,"Saif Ali Khan,Rani Mukerji,Kirron Kher,Rati Agnihotri,","13,240",U
239,Hungama (2003),7.5,"Comedy, Drama, Romance",153 min,Priyadarshan,"Akshaye Khanna,Aftab Shivdasani,Rimi Sen,Paresh Rawal,","13,227",U
240,Housefull 2 (2012),5.3,"Action, Comedy, Musical",145 min,Sajid Khan,"Akshay Kumar,John Abraham,Asin Thottumkal,Jacqueline Fernandez,","13,217",UA
241,Jaane Bhi Do Yaaro (1983),8.4,"Comedy, Drama",132 min,Kundan Shah,"Naseeruddin Shah,Ravi Baswani,Bhakti Barve,Satish Shah,","13,190",U
242,Karwaan (2018),7.5,"Comedy, Drama",114 min,Akarsh Khurana,"Irrfan Khan,Dulquer Salmaan,Mithila Palkar,Amala Akkineni,","13,140",UA
243,Race (I) (2008),6.7,"Action, Crime, Drama",149 min,Abbas Alibhai Burmawalla,"Mastan Alibhai Burmawalla,Saif Ali Khan,Akshaye Khanna,Bipasha Basu,Katrina Kaif,","13,066",A
244,Desi Boyz (2011),5.7,"Comedy, Drama",122 min,Rohit Dhawan,"Akshay Kumar,John Abraham,Deepika Padukone,Chitrangda Singh,","12,958",A
245,Raman Raghav 2,7.4,"Crime, Drama, Thriller",133 min,Anurag Kashyap,"Nawazuddin Siddiqui,Vicky Kaushal,Sobhita Dhulipala,Mukesh Chhabra,","12,952",A
246,Karan Arjun (1995),6.8,"Action, Drama, Fantasy",175 min,Rakesh Roshan,"Rakhee Gulzar,Salman Khan,Shah Rukh Khan,Amrish Puri,","12,902",UA
247,Housefull (2010),5.4,Comedy,144 min,Sajid Khan,"Akshay Kumar,Deepika Padukone,Riteish Deshmukh,Lara Dutta,","12,792",UA
248,Shaadi Mein Zaroor Aana (2017),7.6,"Drama, Romance",137 min,Ratnaa Sinha,"Rajkummar Rao,Kriti Kharbanda,K.K. Raina,Alka Amin,","12,774",UA
249,Ajab Prem Ki Ghazab Kahani (2009),6.3,"Action, Comedy, Romance",150 min,Rajkumar Santoshi,"Ranbir Kapoor,Katrina Kaif,Darshan Jariwala,Smita Jaykar,","12,698",U
250,Vaastav: The Reality (1999),8.0,"Action, Crime, Drama",145 min,Mahesh Manjrekar,"Sanjay Dutt,Namrata Shirodkar,Reema Lagoo,Shivaaji Satam,","12,673",A
251,Paheli (2005),6.5,"Comedy, Drama, Fantasy",140 min,Amol Palekar,"Shah Rukh Khan,Rani Mukerji,Anupam Kher,Naseeruddin Shah,","12,520",U
252,Yes Boss (1997),6.8,"Comedy, Drama, Musical",163 min,Aziz Mirza,"Shah Rukh Khan,Juhi Chawla,Aditya Pancholi,Kashmira Shah,","12,488",U
253,Chachi 420 (1997),7.4,"Comedy, Drama, Family",155 min,Kamal Haasan,"Kamal Haasan,Amrish Puri,Om Puri,Tabu,","12,476",U
254,Dhobi Ghat (2010),7.0,Drama,100 min,Kiran Rao,"Prateik,Monica Dogra,Kriti Malhotra,Aamir Khan,","12,446",A
255,Aankhen (2002),7.4,"Crime, Drama, Thriller",165 min,Vipul Amrutlal Shah,"Amitabh Bachchan,Akshay Kumar,Sushmita Sen,Arjun Rampal,","12,340",U
256,NH10 (2015),7.2,"Action, Crime, Drama",115 min,Navdeep Singh,"Anushka Sharma,Neil Bhoopalam,Darshan Kumaar,Deepti Naval,","12,133",A
257,The Ghazi Attack (2017),7.6,"Action, Thriller, War",116 min,Sankalp Reddy,"Rana Daggubati,Kay Kay Menon,Atul Kulkarni,Om Puri,","11,940",UA
258,Section 375 (2019),8.1,"Drama, Mystery",124 min,Ajay Bahl,"Akshaye Khanna,Richa Chadha,Meera Chopra,Rahul Bhatt,","11,856",UA
259,Peepli [Live] (2010),7.4,"Comedy, Drama",95 min,Anusha Rizvi,"Mahmood Farooqui,Omkar Das Manikpuri,Raghuvir Yadav,Shalini Vatsa,Farrukh Jaffar,","11,813",A
260,Veere Di Wedding (2018),3.2,Comedy,135 min,Shashanka Ghosh,"Kareena Kapoor,Kamlesh Gill,Sonam Kapoor,Swara Bhaskar,","11,779",A
261,Roja (1992),8.2,"Drama, Romance, Thriller",137 min,Mani Ratnam,"Arvind Swamy,Madhoo,Pankaj Kapur,Nassar,","11,705",U
262,Brothers (I) (2015),6.5,"Action, Drama, Sport",156 min,Karan Malhotra,"Akshay Kumar,Sidharth Malhotra,Jackie Shroff,Jacqueline Fernandez,","11,694",UA
263,Fashion (2008),6.9,Drama,167 min,Madhur Bhandarkar,"Priyanka Chopra,Kangana Ranaut,Mugdha Godse,Arbaaz Khan,","11,682",A
264,Te3n (2016),7.3,"Drama, Mystery, Thriller",136 min,Ribhu Dasgupta,"Amitabh Bachchan,Nawazuddin Siddiqui,Vidya Balan,Mukesh Chhabra,","11,680",UA
265,Mission Mangal (2019),6.5,"Drama, History",130 min,Jagan Shakti,"Akshay Kumar,Vidya Balan,Taapsee Pannu,Sonakshi Sinha,","11,671",U
266,Mardaani (2014),7.3,"Action, Crime, Drama",113 min,Pradeep Sarkar,"Rani Mukerji,Tahir Raj Bhasin,Priyanka Sharma,Habib Al Aidroos,","11,658",A
267,Chupke Chupke (1975),8.3,"Comedy, Drama, Romance",146 min,Hrishikesh Mukherjee,"Dharmendra,Sharmila Tagore,Amitabh Bachchan,Jaya Bachchan,","11,625",U
268,Bala (2019),7.4,Comedy,133 min,Amar Kaushik,"Ayushmann Khurrana,Bhumi Pednekar,Yami Gautam,Saurabh Shukla,","11,607",UA
269,Dream Girl (III) (2019),7.0,"Comedy, Romance",132 min,Raaj Shaandilyaa,"Ayushmann Khurrana,Nushrat Bharucha,Annu Kapoor,Manjot Singh,","11,576",UA
270,Mrs,4.5,"Crime, Drama, Thriller",106 min,Shirish Kunder,"Jacqueline Fernandez,Manoj Bajpayee,Mohit Raina,Zayn Marie Khan,","11,537",16
271,Johnny Gaddaar (2007),7.8,"Crime, Drama, Mystery",135 min,Sriram Raghavan,"Dharmendra,Rimi Sen,Ashwini Kalsekar,Neil Nitin Mukesh,","11,531",A
272,Tees Maar Khan (2010),2.5,"Comedy, Crime",135 min,Farah Khan,"Akshay Kumar,Katrina Kaif,Akshaye Khanna,Rajiv Laxman,","11,503",UA
273,Go Goa Gone (2013),6.6,"Action, Adventure, Comedy",108 min,Krishna D.K.,"Raj Nidimoru,Saif Ali Khan,Kunal Khemu,Vir Das,Anand Tiwari,","11,474",A
274,Gold (I) (2018),7.3,"Drama, History, Sport",151 min,Reema Kagti,"Akshay Kumar,Mouni Roy,Kunal Kapoor,Amit Sadh,","11,467",UA
275,Kalank (2019),3.6,"Drama, Romance",166 min,Abhishek Varman,"Varun Dhawan,Alia Bhatt,Madhuri Dixit,Sanjay Dutt,","11,396",UA
276,Saala Khadoos (2016),7.6,"Action, Drama, Sport",109 min,Sudha Kongara,"Madhavan,Nassar,Radha Ravi,Kaali Venkat,","11,367",UA
277,Humpty Sharma Ki Dulhania (2014),6.0,"Comedy, Drama, Romance",133 min,Shashank Khaitan,"Varun Dhawan,Alia Bhatt,Ashutosh Rana,Siddharth Shukla,","11,355",UA
278,Table No,7.1,"Adventure, Drama, Thriller",108 min,Aditya Datt,"Paresh Rawal,Rajeev Khandelwal,Tina Desai,Dhruv Ganesh,","11,351",A
279,Paa (2009),7.2,"Comedy, Drama",133 min,R. Balki,"Amitabh Bachchan,Abhishek Bachchan,Vidya Balan,Paresh Rawal,","11,311",U
280,Don (1978),7.8,"Action, Crime, Thriller",175 min,Chandra Barot,"Amitabh Bachchan,Zeenat Aman,Pran,Iftekhar,","11,303",U
281,Bheja Fry (2007),7.6,"Comedy, Drama",95 min,Sagar Ballary,"Vinay Pathak,Rajat Kapoor,Sarika,Milind Soman,","11,220",UA
282,Partner (2007),5.7,"Comedy, Drama, Romance",155 min,David Dhawan,"Salman Khan,Govinda,Lara Dutta,Katrina Kaif,","11,207",UA
283,MSG: The Messenger of God (2015),5.9,"Action, Comedy, Drama",197 min,Jeetu Arora,"Gurmeet Ram Rahim Singh,Gurmeet Ram Rahim Singh,Daniel Kaleb,Flora Saini,Jayshree Soni,","11,167",U
284,Life in a Metro (2007),7.4,"Comedy, Drama, Romance",132 min,Anurag Basu,"Dharmendra,Irrfan Khan,Konkona Sen Sharma,Kay Kay Menon,","11,094",A
285,Bhagam Bhag (2006),6.4,"Comedy, Mystery, Thriller",157 min,Priyadarshan,"Akshay Kumar,Govinda,Paresh Rawal,Lara Dutta,","11,078",U
286,No One Killed Jessica (2011),7.2,"Biography, Crime, Drama",136 min,Raj Kumar Gupta,"Rani Mukerji,Vidya Balan,Myra Karn,Neil Bhoopalam,","10,986",A
287,Ghulam (1998),7.3,"Action, Crime, Drama",162 min,Vikram Bhatt,"Aamir Khan,Rani Mukerji,Rajit Kapoor,Mita Vashisht,","10,856",A
288,Billu (2009),6.2,"Comedy, Drama",137 min,Priyadarshan,"Irrfan Khan,Lara Dutta,Om Puri,Asrani,","10,729",U
289,No Entry (2005),6.6,"Comedy, Drama, Musical",158 min,Anees Bazmee,"Anil Kapoor,Fardeen Khan,Salman Khan,Bipasha Basu,","10,698",U
290,Angrezi Medium (2020),7.3,"Comedy, Drama",145 min,Homi Adajania,"Irrfan Khan,Radhika Madan,Kareena Kapoor,Deepak Dobriyal,","10,696",UA
291,Gulabo Sitabo (2020),6.3,"Comedy, Drama",124 min,Shoojit Sircar,"Amitabh Bachchan,Ayushmann Khurrana,Vijay Raaz,Brijendra Kala,","10,690",13
292,AK vs AK (2020),7.0,"Comedy, Crime, Drama",108 min,Vikramaditya Motwane,"Anil Kapoor,Anurag Kashyap,Sonam Kapoor,Harshvardhan Kapoor,","10,669",16
293,Maine Pyar Kiya (1989),7.3,"Drama, Family, Musical",192 min,Sooraj R. Barjatya,"Salman Khan,Bhagyashree,Alok Nath,Rajeev Verma,","10,653",U
294,Aamir (2008),7.7,"Action, Crime, Drama",99 min,Raj Kumar Gupta,"Rajeev Khandelwal,Aishwarya,Vasan Bala,Chinkal,","10,652",A
295,Hichki (2018),7.5,"Comedy, Drama",116 min,Siddharth Malhotra,"Rani Mukerji,Rohit Saraf,Harsh Mayar,Neeraj Kabi,","10,640",U
296,Karthik Calling Karthik (2010),7.1,"Drama, Mystery, Thriller",135 min,Vijay Lalwani,"Farhan Akhtar,Deepika Padukone,Ram Kapoor,Shefali Shah,","10,594",
297,Mohenjo Daro (2016),5.7,"Action, Adventure, Drama",155 min,Ashutosh Gowariker,"Hrithik Roshan,Pooja Hegde,Kabir Bedi,Arunoday Singh,","10,576",UA
298,Trapped (XVII) (2016),7.6,"Drama, Thriller",105 min,Vikramaditya Motwane,"Rajkummar Rao,Geetanjali Thapa,Shiladitya Sen,Rahul Patel,","10,518",UA
299,Fukrey (2013),6.9,"Comedy, Drama, Romance",139 min,Mrighdeep Lamba,"Pulkit Samrat,Manjot Singh,Ali Fazal,Varun Sharma,","10,487",UA
300,Bachna Ae Haseeno (2008),6.1,"Comedy, Drama, Romance",152 min,Siddharth Anand,"Ranbir Kapoor,Deepika Padukone,Bipasha Basu,Minissha Lamba,","10,412",UA
301,Badrinath Ki Dulhania (2017),6.1,"Comedy, Drama, Romance",139 min,Shashank Khaitan,"Varun Dhawan,Alia Bhatt,Sahil Vaid,Swanand Kirkire,","10,410",UA
302,Dabangg 3 (2019),3.2,"Action, Comedy",160 min,Prabhu Deva,"Salman Khan,Sudeep,Sonakshi Sinha,Saiee Manjrekar,","10,396",UA
303,Qayamat Se Qayamat Tak (1988),7.5,"Drama, Musical, Romance",162 min,Mansoor Khan,"Aamir Khan,Juhi Chawla,Goga Kapoor,Dalip Tahil,","10,339",U
304,Boss (I) (2013),5.1,"Action, Comedy, Crime",143 min,Anthony D'Souza,"Akshay Kumar,Shiv Panditt,Mithun Chakraborty,Ronit Roy,","10,325",UA
305,Ittefaq (2017),7.2,"Mystery, Thriller",105 min,Abhay Chopra,"Sidharth Malhotra,Sonakshi Sinha,Akshaye Khanna,Mandira Bedi,","10,323",UA
306,New York (2009),6.8,"Crime, Drama, Thriller",153 min,Kabir Khan,"John Abraham,Katrina Kaif,Neil Nitin Mukesh,Irrfan Khan,","10,286",UA
307,Kedarnath (2018),6.6,"Drama, Romance",116 min,Abhishek Kapoor,"Sushant Singh Rajput,Sara Ali Khan,Nitish Bharadwaj,Alka Amin,","10,267",UA
308,Ankhon Dekhi (2013),8.0,"Comedy, Drama",107 min,Rajat Kapoor,"Sanjay Mishra,Seema Bhargava,Rajat Kapoor,Taranjit Kaur,","10,187",U
